case_id;activity;timestamp
14;3rd recipe submitted;2022-09-04 03:43:58.302428
14;revision;2022-09-04 03:46:53.431228
15;1st recipe submitted;2022-09-04 07:54:16.144091
15;revision;2022-09-04 07:59:48.795934
15;2nd recipe submitted;2022-09-04 08:05:47.593270
15;revision;2022-09-04 08:08:20.557749
15;3rd recipe submitted;2022-09-04 08:16:11.227042
15;revision;2022-09-04 08:17:27.081250
16;1st recipe submitted;2022-09-04 12:01:00.370720
16;revision;2022-09-04 12:05:38.421691
16;revision;2022-09-04 12:07:05.132392
16;2nd recipe submitted;2022-09-04 12:15:48.661218
16;revision;2022-09-04 12:17:20.879129
16;3rd recipe submitted;2022-09-04 12:31:17.766156
16;revision;2022-09-04 12:31:44.360703
17;1st recipe submitted;2022-09-04 08:42:04.014803
17;2nd recipe submitted;2022-09-04 08:56:23.288295
17;revision;2022-09-04 08:57:28.535913
17;revision;2022-09-04 08:57:43.194452
17;3rd recipe submitted;2022-09-04 09:12:18.153071
17;revision;2022-09-04 09:12:30.121605
17;revision;2022-09-04 09:13:25.374754
18;1st recipe submitted;2022-09-04 10:11:43.244982
18;revision;2022-09-04 10:15:16.542086
18;revision;2022-09-04 10:16:12.949749
18;2nd recipe submitted;2022-09-04 10:30:17.473353
18;revision;2022-09-04 10:31:01.437176
18;3rd recipe submitted;2022-09-04 10:39:38.454964
18;revision;2022-09-04 10:40:44.033574
19;1st recipe submitted;2022-09-04 11:14:28.375669
19;revision;2022-09-04 11:15:26.551274
19;2nd recipe submitted;2022-09-04 11:26:02.171041
19;revision;2022-09-04 11:26:41.975222
19;3rd recipe submitted;2022-09-04 11:31:38.724667
20;1st recipe submitted;2022-09-04 11:32:17.756957
20;revision;2022-09-04 11:33:47.055299
20;revision;2022-09-04 11:35:02.642870
20;2nd recipe submitted;2022-09-04 11:48:07.012053
20;revision;2022-09-04 11:48:55.783538
20;revision;2022-09-04 11:49:33.146201
20;3rd recipe submitted;2022-09-04 12:03:22.253159
20;revision;2022-09-04 12:04:04.425541
20;revision;2022-09-04 12:04:25.615513
20;revision;2022-09-04 12:04:47.619414
21;1st recipe submitted;2022-09-04 10:26:11.182960
21;revision;2022-09-04 10:27:26.390727
21;revision;2022-09-04 10:28:11.747082
21;2nd recipe submitted;2022-09-04 10:42:18.392036
21;revision;2022-09-04 10:44:06.591920
21;3rd recipe submitted;2022-09-04 11:01:47.126581
21;revision;2022-09-04 11:02:14.172297
21;revision;2022-09-04 11:02:41.022296
21;revision;2022-09-04 11:03:01.870014
22;1st recipe submitted;2022-09-04 01:35:14.190720
22;revision;2022-09-04 01:37:11.352591
22;revision;2022-09-04 01:37:34.147167
22;revision;2022-09-04 01:38:21.171905
22;revision;2022-09-04 01:38:55.322701
22;revision;2022-09-04 01:39:09.341160
22;revision;2022-09-04 01:40:07.137260
22;revision;2022-09-04 01:40:30.390266
22;revision;2022-09-04 01:40:43.829343
22;revision;2022-09-04 01:40:57.796202
22;revision;2022-09-04 01:41:18.734251
22;2nd recipe submitted;2022-09-04 01:51:51.702482
22;revision;2022-09-04 01:52:20.193137
22;revision;2022-09-04 01:59:05.326894
22;revision;2022-09-04 01:59:26.564436
22;revision;2022-09-04 01:59:46.095597
22;revision;2022-09-04 02:00:08.855012
22;revision;2022-09-04 02:01:21.915510
22;3rd recipe submitted;2022-09-04 02:22:59.482595
22;revision;2022-09-04 02:25:48.579108
22;revision;2022-09-04 02:31:08.448376
23;1st recipe submitted;2022-09-04 12:17:08.957798
23;2nd recipe submitted;2022-09-04 12:28:30.518527
23;3rd recipe submitted;2022-09-04 12:33:13.777394
23;revision;2022-09-04 12:33:39.686157
24;1st recipe submitted;2022-09-04 03:21:13.523267
24;revision;2022-09-04 03:24:45.648724
24;revision;2022-09-04 03:25:19.769644
24;revision;2022-09-04 03:25:34.960466
24;revision;2022-09-04 03:25:45.323354
24;revision;2022-09-04 03:26:00.619973
24;revision;2022-09-04 03:26:22.765017
24;revision;2022-09-04 03:26:37.285006
24;revision;2022-09-04 03:27:05.879635
24;2nd recipe submitted;2022-09-04 03:44:47.758810
24;revision;2022-09-04 03:50:02.812738
24;revision;2022-09-04 03:50:35.544878
24;3rd recipe submitted;2022-09-04 04:02:55.121996
24;revision;2022-09-04 04:04:17.294238
24;revision;2022-09-04 04:04:29.352958
25;1st recipe submitted;2022-09-04 05:47:27.954945
25;revision;2022-09-04 05:50:06.129003
25;revision;2022-09-04 05:50:25.923430
25;revision;2022-09-04 05:50:53.709076
25;revision;2022-09-04 05:51:46.755163
25;revision;2022-09-04 05:54:10.850171
25;2nd recipe submitted;2022-09-04 06:11:59.772956
25;revision;2022-09-04 06:18:42.970039
25;revision;2022-09-04 06:19:33.030587
25;3rd recipe submitted;2022-09-04 06:29:53.163234
25;revision;2022-09-04 06:30:42.933951
26;1st recipe submitted;2022-09-04 10:18:06.474772
26;revision;2022-09-04 10:19:08.963048
26;2nd recipe submitted;2022-09-04 10:43:54.529145
26;revision;2022-09-04 10:45:02.058621
26;3rd recipe submitted;2022-09-04 10:58:30.771962
26;revision;2022-09-04 10:59:18.770262
27;1st recipe submitted;2022-09-04 01:17:15.339675
27;revision;2022-09-04 01:18:51.782942
27;revision;2022-09-04 01:19:25.981840
27;2nd recipe submitted;2022-09-04 01:26:47.357749
27;3rd recipe submitted;2022-09-04 01:37:23.598573
27;revision;2022-09-04 01:38:08.542613
28;1st recipe submitted;2022-09-04 09:28:35.736830
28;2nd recipe submitted;2022-09-04 09:33:11.451552
28;revision;2022-09-04 09:35:53.480671
28;3rd recipe submitted;2022-09-04 09:42:34.993488
28;revision;2022-09-04 09:42:59.801785
29;1st recipe submitted;2022-09-04 09:02:09.477058
29;revision;2022-09-04 09:03:03.406812
29;2nd recipe submitted;2022-09-04 09:14:09.353785
29;revision;2022-09-04 09:15:16.994875
29;3rd recipe submitted;2022-09-04 09:27:40.347780
30;1st recipe submitted;2022-09-04 06:44:18.955306
30;2nd recipe submitted;2022-09-04 06:51:39.793140
30;revision;2022-09-04 06:52:47.415622
30;3rd recipe submitted;2022-09-04 07:04:09.323862
30;revision;2022-09-04 07:04:42.611661
31;1st recipe submitted;2022-09-04 03:52:35.752941
31;revision;2022-09-04 03:55:34.421200
31;2nd recipe submitted;2022-09-04 04:15:31.316226
31;revision;2022-09-04 04:25:09.592611
31;3rd recipe submitted;2022-09-04 04:38:34.540490
31;revision;2022-09-04 04:40:24.297848
32;1st recipe submitted;2022-09-04 01:57:31.353516
32;revision;2022-09-04 01:58:20.492466
32;2nd recipe submitted;2022-09-04 02:02:47.153073
32;revision;2022-09-04 02:05:20.557295
32;3rd recipe submitted;2022-09-04 02:09:52.525694
33;1st recipe submitted;2022-09-04 03:34:41.772635
33;2nd recipe submitted;2022-09-04 03:39:35.569734
33;3rd recipe submitted;2022-09-04 03:56:18.426810
34;1st recipe submitted;2022-09-04 14:54:41.695918
34;2nd recipe submitted;2022-09-04 15:00:40.102915
34;3rd recipe submitted;2022-09-04 15:07:11.107091
