case_id;activity;timestamp
22;revision;2022-09-04 07:38:45.338126
22;revision;2022-09-04 07:38:55.215857
22;third recipe submitted;2022-09-04 07:48:29.834414
23;1st recipe submitted;2022-09-04 10:24:23.533057
23;revision;2022-09-04 10:30:54.967308
23;second recipe submitted;2022-09-04 10:43:23.849132
23;revision;2022-09-04 10:44:48.570612
23;third recipe submitted;2022-09-04 11:06:25.053072
23;revision;2022-09-04 11:08:08.957502
23;revision;2022-09-04 11:08:37.615589
24;1st recipe submitted;2022-09-04 08:37:03.676406
24;revision;2022-09-04 08:40:09.434855
24;second recipe submitted;2022-09-04 08:49:35.371188
24;third recipe submitted;2022-09-04 08:59:24.828281
24;revision;2022-09-04 09:01:21.152951
25;1st recipe submitted;2022-09-04 06:13:05.812132
25;revision;2022-09-04 06:14:58.186117
25;second recipe submitted;2022-09-04 06:24:04.941258
25;revision;2022-09-04 06:30:47.679759
25;third recipe submitted;2022-09-04 06:42:57.413241
25;revision;2022-09-04 06:44:27.332898
26;1st recipe submitted;2022-09-04 09:34:14.927640
26;revision;2022-09-04 09:41:28.271362
26;revision;2022-09-04 09:49:37.253298
26;revision;2022-09-04 09:51:12.679034
26;revision;2022-09-04 09:51:38.461727
26;revision;2022-09-04 09:52:28.425069
26;second recipe submitted;2022-09-04 10:10:13.786655
26;revision;2022-09-04 10:13:24.409221
26;third recipe submitted;2022-09-04 10:21:43.657620
26;revision;2022-09-04 10:22:32.168974
26;revision;2022-09-04 10:22:45.307952
26;revision;2022-09-04 10:23:04.512574
27;1st recipe submitted;2022-09-04 03:11:52.923646
27;revision;2022-09-04 03:15:47.469741
27;revision;2022-09-04 03:21:20.873151
27;second recipe submitted;2022-09-04 03:36:23.415897
27;third recipe submitted;2022-09-04 03:48:07.836005
28;1st recipe submitted;2022-09-04 04:48:04.187150
28;revision;2022-09-04 04:50:08.194689
28;revision;2022-09-04 04:50:20.102605
28;second recipe submitted;2022-09-04 05:04:02.230461
28;revision;2022-09-04 05:04:39.687979
28;third recipe submitted;2022-09-04 05:20:00.509435
28;revision;2022-09-04 05:21:08.621211
29;1st recipe submitted;2022-09-04 11:45:34.698277
30;1st recipe submitted;2022-09-04 03:16:20.219088
30;revision;2022-09-04 03:20:55.945718
30;revision;2022-09-04 03:21:24.657364
30;second recipe submitted;2022-09-04 03:27:39.765341
30;revision;2022-09-04 03:28:42.747036
30;third recipe submitted;2022-09-04 03:36:42.647499
31;1st recipe submitted;2022-09-04 03:23:21.408356
31;second recipe submitted;2022-09-04 03:42:38.747399
31;third recipe submitted;2022-09-04 03:54:00.512688
32;1st recipe submitted;2022-09-04 10:27:38.312775
32;revision;2022-09-04 10:43:02.963951
32;second recipe submitted;2022-09-04 10:53:30.518101
32;revision;2022-09-04 10:58:33.532867
32;third recipe submitted;2022-09-04 11:07:51.793547
32;revision;2022-09-04 11:08:41.957454
33;1st recipe submitted;2022-09-04 08:49:37.321615
33;revision;2022-09-04 08:54:45.045469
33;second recipe submitted;2022-09-04 08:57:39.984171
33;third recipe submitted;2022-09-04 08:59:26.139742
34;1st recipe submitted;2022-09-04 10:46:52.549528
34;revision;2022-09-04 10:48:44.201805
34;revision;2022-09-04 10:50:44.875091
34;second recipe submitted;2022-09-04 11:08:55.742380
34;revision;2022-09-04 11:09:29.717031
34;third recipe submitted;2022-09-04 11:27:46.346891
34;revision;2022-09-04 11:29:57.321704
34;revision;2022-09-04 11:30:40.173312
35;1st recipe submitted;2022-09-04 12:08:20.635561
35;second recipe submitted;2022-09-04 12:20:50.357679
35;revision;2022-09-04 12:21:40.835808
35;third recipe submitted;2022-09-04 12:28:05.240923
36;1st recipe submitted;2022-09-04 05:14:12.349471
36;revision;2022-09-04 05:16:01.156273
36;second recipe submitted;2022-09-04 05:33:38.649266
36;revision;2022-09-04 05:35:27.317592
36;third recipe submitted;2022-09-04 05:40:36.428524
37;1st recipe submitted;2022-09-04 12:44:48.520058
37;revision;2022-09-04 12:51:27.742064
37;second recipe submitted;2022-09-04 13:02:17.650908
37;revision;2022-09-04 13:07:26.747722
37;third recipe submitted;2022-09-04 13:24:47.057293
38;1st recipe submitted;2022-09-04 02:04:20.753031
38;second recipe submitted;2022-09-04 02:15:24.387834
38;third recipe submitted;2022-09-04 02:24:28.864831
39;1st recipe submitted;2022-09-04 06:32:10.912875
39;revision;2022-09-04 06:40:38.727750
39;second recipe submitted;2022-09-04 06:58:59.032026
39;revision;2022-09-04 07:06:54.889951
39;third recipe submitted;2022-09-04 07:24:43.806509
39;revision;2022-09-04 07:32:29.195597
40;1st recipe submitted;2022-09-04 01:51:03.422178
40;revision;2022-09-04 01:57:04.388712
40;second recipe submitted;2022-09-04 02:11:07.160016
40;third recipe submitted;2022-09-04 02:34:52.196627
40;revision;2022-09-04 02:35:56.804092
